SK_ID_CURR,TARGET
106454,0.19
106457,0.25
106484,0.19
106488,0.24
106491,0.27
106514,0.1
106527,0.21
106528,0.24
106529,0.09
106534,0.31
106550,0.32
106577,0.18
106585,0.19
106590,0.13
106607,0.17
106610,0.17
106611,0.19
106612,0.24
106624,0.13
106631,0.11
106647,0.35
106660,0.22
106674,0.16
106687,0.22
106712,0.15
106713,0.31
106717,0.18
106720,0.21
106721,0.22
106724,0.13
106735,0.2
106739,0.16
106740,0.26
106754,0.18
106760,0.27
106761,0.21
106784,0.18
106787,0.19
106797,0.09
106798,0.09
106802,0.28
106803,0.11
106804,0.34
106805,0.12
106810,0.23
106812,0.36
106813,0.25
106817,0.21
106822,0.19
106823,0.13
106827,0.19
106841,0.2
106851,0.41
106852,0.19
106853,0.32
106854,0.39
106861,0.17
106873,0.13
106877,0.17
106878,0.18
106881,0.23
106900,0.11
106906,0.18
106907,0.28
106914,0.23
106916,0.18
106924,0.28
106931,0.19
106936,0.19
106937,0.2
106938,0.13
106939,0.23
106943,0.27
106944,0.32
106967,0.14
106980,0.18
106986,0.29
106987,0.17
106990,0.14
107013,0.2
107023,0.26
107033,0.18
107037,0.2
107048,0.19
107071,0.18
107081,0.2
107113,0.34
107130,0.26
107131,0.24
107145,0.19
107156,0.19
107219,0.21
107222,0.19
107223,0.38
107232,0.2
107245,0.23
107246,0.25
107247,0.26
107256,0.16
107259,0.14
107260,0.18
107279,0.29
107280,0.25
107281,0.17
107285,0.17
107329,0.12
107337,0.23
107349,0.25
107350,0.16
107351,0.16
107359,0.24
107391,0.3
107394,0.23
107395,0.11
107406,0.25
107416,0.17
107417,0.26
107418,0.23
107419,0.22
107444,0.1
107445,0.09
107446,0.22
107460,0.32
107470,0.14
107475,0.26
107520,0.23
107526,0.26
107527,0.26
107530,0.1
107532,0.19
107534,0.25
107535,0.25
107554,0.3
107556,0.17
107559,0.21
107561,0.15
107564,0.21
107566,0.09
107571,0.23
107590,0.35
107602,0.16
107625,0.22
107626,0.33
107635,0.2
107636,0.28
107645,0.24
107652,0.29
107655,0.25
107668,0.13
107670,0.15
107677,0.13
107680,0.41
107683,0.23
107684,0.16
107691,0.17
107692,0.21
107703,0.15
107709,0.09
107710,0.24
107721,0.3
107725,0.18
107727,0.23
107739,0.18
107740,0.23
107741,0.23
107747,0.17
107765,0.39
107768,0.21
107775,0.24
107782,0.28
107790,0.2
107801,0.13
107807,0.17
107811,0.13
107817,0.18
107826,0.17
107838,0.17
107839,0.24
107843,0.23
107847,0.12
107849,0.15
107850,0.29
107867,0.22
107871,0.17
107908,0.17
107913,0.21
107927,0.15
107931,0.2
107955,0.13
107962,0.18
107977,0.12
107978,0.17
107993,0.12
108010,0.27
108016,0.13
108018,0.3
108027,0.29
108045,0.28
108069,0.18
108082,0.1
108089,0.15
108092,0.18
108106,0.14
108112,0.2
108120,0.32
108122,0.37
108135,0.27
108170,0.16
108171,0.19
108177,0.13
108180,0.2
108183,0.09
108184,0.18
108185,0.23
108192,0.24
108195,0.3
108196,0.24
108218,0.12
108219,0.34
108243,0.24
108249,0.12
108251,0.19
108274,0.21
108280,0.36
108289,0.14
108292,0.24
108295,0.17
108327,0.19
108332,0.19
108346,0.2
108349,0.2
108353,0.29
108362,0.2
108363,0.2
108377,0.45
108378,0.19
108381,0.22
108383,0.34
108390,0.27
108407,0.16
108408,0.23
108411,0.11
108412,0.15
108419,0.15
108436,0.3
108437,0.27
108438,0.27
108441,0.25
108448,0.16
108449,0.17
108466,0.2
108467,0.16
108473,0.22
108474,0.23
108476,0.18
108479,0.17
108486,0.22
108493,0.16
108501,0.18
108506,0.38
108510,0.34
108511,0.23
108514,0.16
108517,0.1
108519,0.21
108522,0.15
108548,0.34
108554,0.21
108555,0.19
108559,0.18
108562,0.15
108571,0.13
108572,0.14
108579,0.15
108583,0.13
108584,0.2
108592,0.2
108602,0.15
108609,0.19
108613,0.22
108616,0.26
108618,0.32
108620,0.19
108643,0.16
108649,0.1
108654,0.21
108655,0.18
108656,0.19
108667,0.18
108668,0.18
108682,0.3
108690,0.2
108691,0.28
108692,0.25
108695,0.22
108699,0.22
108710,0.2
108718,0.31
108739,0.29
108740,0.17
108741,0.16
108742,0.14
108763,0.18
108767,0.27
108769,0.28
108779,0.29
108788,0.18
108801,0.2
108802,0.18
108810,0.21
108811,0.13
108813,0.16
108814,0.2
108825,0.19
108826,0.22
108830,0.23
108834,0.17
108852,0.15
108887,0.22
108901,0.21
108908,0.17
108910,0.11
108920,0.12
108922,0.18
108929,0.27
108930,0.13
108937,0.31
108938,0.19
108943,0.3
108948,0.14
108953,0.14
108956,0.22
108965,0.2
108985,0.27
108986,0.16
108987,0.17
108990,0.19
108991,0.27
108993,0.22
109000,0.26
109001,0.23
109012,0.45
109014,0.21
109015,0.27
109021,0.21
109037,0.12
109042,0.14
109044,0.13
109046,0.37
109064,0.23
109084,0.25
109086,0.19
109092,0.17
109093,0.26
109100,0.22
109101,0.13
109110,0.23
109114,0.18
109126,0.23
109152,0.16
109162,0.17
109167,0.22
109168,0.29
109169,0.15
109179,0.26
109184,0.2
109191,0.19
109192,0.2
109193,0.22
109196,0.13
109206,0.25
109210,0.2
109244,0.24
109249,0.25
109273,0.2
109276,0.26
109281,0.12
109287,0.22
109297,0.27
109298,0.13
109306,0.16
109309,0.37
109321,0.38
109328,0.25
109336,0.17
109342,0.25
109346,0.2
109347,0.14
109348,0.34
109362,0.22
109363,0.17
109367,0.15
109370,0.17
109393,0.27
109405,0.19
109413,0.16
109414,0.35
109421,0.17
109427,0.2
109428,0.12
109429,0.23
109437,0.14
109443,0.19
109461,0.22
109468,0.24
109469,0.17
109471,0.24
109479,0.11
109484,0.11
109501,0.29
109505,0.16
109535,0.22
109539,0.2
109544,0.2
109545,0.13
109551,0.26
109553,0.15
109555,0.16
109561,0.19
109580,0.15
109583,0.38
109593,0.23
109604,0.22
109620,0.19
109635,0.17
109637,0.34
109638,0.23
109642,0.24
109649,0.14
109652,0.22
109656,0.17
109663,0.23
109696,0.32
109700,0.37
109709,0.21
109735,0.22
109740,0.14
109741,0.19
109749,0.14
109764,0.16
109771,0.2
109772,0.16
109773,0.24
109798,0.15
109802,0.21
109804,0.13
109813,0.19
109818,0.16
109848,0.22
109850,0.11
109851,0.24
109855,0.13
109871,0.31
109877,0.27
109883,0.12
109886,0.13
109905,0.17
109936,0.28
109950,0.22
109958,0.14
109959,0.21
109969,0.14
109971,0.17
109984,0.23
109985,0.27
109988,0.12
109992,0.15
110005,0.27
110009,0.15
110011,0.35
110014,0.16
110026,0.11
110042,0.17
110058,0.23
110069,0.26
110080,0.14
110087,0.22
110091,0.16
110094,0.17
110098,0.15
110105,0.17
110117,0.17
110136,0.18
110138,0.33
110149,0.23
110164,0.18
110202,0.26
110212,0.18
110226,0.08
110236,0.1
110249,0.11
110257,0.13
110258,0.14
110277,0.12
110282,0.17
110284,0.13
110286,0.15
110289,0.14
110304,0.23
110319,0.24
110324,0.17
110326,0.11
110335,0.27
110337,0.3
110338,0.19
110343,0.13
110345,0.15
110347,0.19
110355,0.07
110359,0.09
110360,0.28
110364,0.16
110371,0.24
110372,0.16
110376,0.21
110379,0.23
110380,0.17
110393,0.27
110401,0.33
110406,0.12
110411,0.17
110416,0.13
110420,0.12
110443,0.18
110465,0.18
110468,0.16
110469,0.16
110471,0.29
110487,0.3
110491,0.21
110504,0.2
110547,0.14
110550,0.19
110559,0.28
110578,0.37
110582,0.19
110590,0.15
110598,0.19
110601,0.25
110602,0.21
110604,0.24
110625,0.29
110626,0.26
110636,0.18
110637,0.25
110638,0.2
110646,0.22
110648,0.15
110652,0.17
110681,0.16
110682,0.1
110687,0.26
110691,0.11
110694,0.05
110695,0.13
110696,0.26
110708,0.12
110710,0.11
110717,0.19
110730,0.23
110740,0.22
110742,0.12
110747,0.1
110761,0.14
110766,0.1
110769,0.07
110774,0.25
110803,0.13
110805,0.13
110809,0.36
110827,0.25
110832,0.19
110839,0.2
110859,0.24
110861,0.13
110863,0.29
110865,0.35
110881,0.18
110889,0.16
110891,0.12
110894,0.24
110895,0.22
110907,0.3
110914,0.18
110933,0.12
110934,0.09
110937,0.18
110953,0.11
110954,0.17
110958,0.28
110970,0.28
110974,0.18
110977,0.17
110989,0.1
110993,0.35
110994,0.26
111018,0.16
111019,0.15
111030,0.21
111032,0.13
111041,0.17
111045,0.08
111048,0.25
111052,0.19
111070,0.33
111084,0.3
111091,0.18
111104,0.14
111108,0.15
111112,0.16
111127,0.11
111142,0.12
111146,0.26
111165,0.23
111168,0.21
111169,0.38
111172,0.06
111173,0.17
111174,0.25
111175,0.21
111176,0.12
111177,0.09
111180,0.15
111182,0.14
111192,0.14
111194,0.19
111196,0.24
111197,0.19
111198,0.15
111205,0.14
111207,0.11
111222,0.09
111228,0.18
111233,0.16
111256,0.12
111258,0.09
111262,0.12
111263,0.17
111267,0.1
111269,0.18
111276,0.14
111277,0.35
111279,0.21
111290,0.14
111294,0.16
111295,0.2
111315,0.28
111318,0.21
111327,0.11
111328,0.28
111332,0.22
111338,0.12
111343,0.28
111344,0.18
111345,0.38
111347,0.11
111356,0.18
111359,0.21
111367,0.18
111368,0.19
111391,0.3
111408,0.1
111412,0.13
111419,0.27
111422,0.22
111423,0.34
111439,0.24
111452,0.43
111456,0.2
111467,0.18
111478,0.28
111482,0.25
111488,0.3
111503,0.18
111510,0.16
111512,0.15
111518,0.19
111532,0.2
111537,0.13
111541,0.15
111544,0.23
111550,0.2
111554,0.27
111560,0.34
111566,0.2
111567,0.28
111592,0.16
111618,0.21
111620,0.26
111627,0.13
111641,0.23
111646,0.37
111652,0.12
111657,0.15
111664,0.19
111665,0.2
111669,0.15
111673,0.22
111687,0.18
111688,0.16
111689,0.28
111694,0.17
111695,0.24
111698,0.2
111703,0.12
111709,0.14
111712,0.16
111715,0.15
111724,0.21
111730,0.12
111747,0.11
111760,0.14
111761,0.1
111763,0.15
111776,0.13
111777,0.14
111781,0.13
111793,0.22
111804,0.37
111810,0.3
111816,0.14
111818,0.18
111830,0.21
111832,0.14
111841,0.14
111842,0.21
111843,0.17
111846,0.23
111848,0.26
111856,0.14
111857,0.11
111877,0.12
111882,0.22
111883,0.26
111891,0.2
111893,0.18
111901,0.12
111912,0.2
111913,0.16
111955,0.14
111958,0.22
111960,0.25
111967,0.21
112000,0.2
112003,0.2
112015,0.28
112019,0.28
112020,0.17
112028,0.2
112029,0.23
112031,0.23
112039,0.14
112042,0.19
112049,0.17
112052,0.14
112054,0.16
112055,0.19
112063,0.24
112070,0.21
112071,0.18
112080,0.19
112083,0.23
112085,0.2
112089,0.19
112098,0.37
112100,0.12
112105,0.27
112124,0.12
112126,0.21
112127,0.13
112128,0.23
112148,0.18
112149,0.16
112165,0.25
112170,0.24
112171,0.17
112176,0.25
112186,0.14
112199,0.2
112203,0.16
112214,0.18
112215,0.13
112216,0.26
112224,0.19
112225,0.16
112231,0.3
112234,0.21
112235,0.13
112236,0.23
112254,0.23
112265,0.23
112271,0.15
112284,0.18
112287,0.24
112295,0.17
112303,0.22
112307,0.23
112310,0.19
112312,0.23
112313,0.25
112326,0.19
112333,0.26
112334,0.19
112339,0.15
112347,0.23
112350,0.26
112356,0.28
112357,0.16
112359,0.27
112360,0.29
112371,0.25
112385,0.22
112392,0.25
112401,0.25
112405,0.18
112414,0.26
112429,0.17
112448,0.13
112467,0.1
112468,0.2
112469,0.21
112491,0.25
112500,0.18
112510,0.42
112535,0.2
112537,0.21
112551,0.19
112552,0.07
112556,0.31
112577,0.22
112590,0.27
112593,0.16
112596,0.2
112601,0.19
112604,0.26
112622,0.11
112655,0.27
112663,0.13
112667,0.22
112670,0.14
112676,0.16
112677,0.19
112679,0.17
112683,0.21
112688,0.18
112692,0.19
112696,0.27
112702,0.11
112709,0.21
112720,0.25
112735,0.19
112738,0.24
112742,0.18
112748,0.17
112749,0.15
112766,0.16
112767,0.11
112769,0.23
112771,0.19
112775,0.15
112794,0.23
112795,0.18
112796,0.16
112815,0.22
112817,0.18
112821,0.23
112822,0.19
112829,0.26
112831,0.29
112835,0.15
112838,0.2
112842,0.17
112844,0.27
112845,0.08
112846,0.08
112847,0.08
112867,0.14
112868,0.22
112874,0.21
112879,0.16
112882,0.21
112886,0.16
112895,0.17
112896,0.22
112902,0.18
112904,0.17
112917,0.43
112932,0.27
112944,0.23
112946,0.26
112947,0.22
112948,0.2
112966,0.27
112967,0.22
112971,0.16
112973,0.29
112974,0.17
112978,0.37
112988,0.16
112992,0.34
113003,0.16
113004,0.07
113007,0.31
113020,0.24
113025,0.33
113032,0.14
113042,0.27
113047,0.22
113066,0.21
113067,0.34
113071,0.18
113087,0.2
113108,0.08
113109,0.18
113123,0.14
113128,0.42
113134,0.21
113151,0.22
113175,0.35
113181,0.15
113188,0.43
113191,0.2
113193,0.3
113201,0.22
113209,0.16
113222,0.14
113248,0.12
113272,0.28
113276,0.09
113287,0.16
113302,0.21
113308,0.25
113316,0.28
113318,0.21
113320,0.2
113322,0.28
113325,0.27
113326,0.32
113332,0.21
113346,0.38
113352,0.11
113361,0.23
113362,0.19
113365,0.2
113366,0.18
113368,0.22
113382,0.15
113385,0.17
113390,0.23
113391,0.18
113393,0.28
113396,0.25
113397,0.2
113402,0.29
113403,0.25
113405,0.29
113406,0.19
113410,0.38
113413,0.14
113418,0.12
113419,0.31
113435,0.23
113438,0.26
113447,0.18
113458,0.31
113466,0.19
113475,0.18
113482,0.23
113490,0.19
113505,0.14
113508,0.15
113520,0.15
113532,0.16
113535,0.18
113549,0.16
113557,0.21
113558,0.17
113561,0.16
113566,0.15
113569,0.22
113574,0.18
113576,0.2
113577,0.18
113585,0.18
113587,0.27
113599,0.16
113601,0.14
113602,0.25
113605,0.19
113609,0.24
113611,0.22
113616,0.12
113627,0.49
113631,0.35
113643,0.3
113652,0.18
113657,0.2
113659,0.17
113672,0.23
113680,0.18
113692,0.33
113694,0.19
113695,0.26
113701,0.16
113733,0.16
113738,0.26
113740,0.26
113742,0.15
113777,0.13
113783,0.19
113788,0.22
113789,0.21
113791,0.3
113795,0.22
113799,0.17
113805,0.16
113820,0.18
113822,0.18
113824,0.16
113829,0.2
113832,0.12
113833,0.14
113841,0.17
113849,0.17
113862,0.26
113863,0.37
113864,0.14
113870,0.14
113875,0.2
113882,0.17
113887,0.25
113894,0.24
113909,0.14
113930,0.3
113936,0.21
113939,0.19
113942,0.2
113943,0.22
113945,0.27
113947,0.15
113950,0.18
113951,0.28
113957,0.27
113966,0.29
113967,0.26
113977,0.19
113984,0.23
113986,0.18
113992,0.17
113998,0.14
113999,0.34
114003,0.21
