SK_ID_CURR,TARGET
102166,0.12
102174,0.09
102193,0.16
102198,0.24
102205,0.22
102206,0.13
102218,0.16
102221,0.18
102230,0.13
102238,0.21
102248,0.19
102252,0.38
102259,0.18
102262,0.15
102273,0.21
102286,0.27
102293,0.12
102294,0.07
102296,0.09
102298,0.09
102303,0.11
102309,0.11
102315,0.14
102340,0.17
102342,0.19
102344,0.22
102346,0.09
102347,0.19
102374,0.23
102380,0.14
102387,0.18
102393,0.16
102403,0.14
102413,0.06
102414,0.12
102415,0.09
102416,0.15
102439,0.23
102441,0.12
102443,0.06
102444,0.19
102445,0.25
102448,0.1
102449,0.09
102450,0.26
102456,0.08
102458,0.13
102459,0.15
102465,0.12
102470,0.23
102471,0.1
102475,0.17
102476,0.2
102506,0.16
102509,0.14
102519,0.2
102522,0.13
102545,0.12
102549,0.14
102562,0.11
102563,0.12
102568,0.17
102582,0.11
102592,0.12
102597,0.25
102605,0.07
102614,0.12
102617,0.22
102634,0.12
102652,0.09
102655,0.06
102671,0.17
102694,0.23
102701,0.13
102703,0.12
102704,0.13
102713,0.16
102720,0.25
102731,0.14
102733,0.08
102749,0.14
102755,0.2
102763,0.08
102770,0.19
102772,0.2
102799,0.3
102838,0.19
102854,0.16
102862,0.13
102863,0.05
102867,0.15
102868,0.07
102878,0.12
102887,0.14
102898,0.29
102904,0.18
102912,0.16
102919,0.15
102927,0.22
102932,0.17
102933,0.16
102935,0.16
102958,0.18
102969,0.16
102971,0.16
102975,0.11
102979,0.17
102982,0.13
102987,0.14
102989,0.12
102995,0.17
102996,0.12
103000,0.15
103001,0.18
103004,0.23
103010,0.1
103025,0.23
103029,0.15
103046,0.12
103056,0.12
103062,0.23
103078,0.09
103083,0.1
103092,0.14
103096,0.1
103097,0.27
103102,0.17
103112,0.24
103132,0.18
103144,0.09
103145,0.21
103146,0.08
103147,0.2
103158,0.11
103171,0.24
103173,0.16
103184,0.1
103195,0.27
103196,0.2
103206,0.12
103230,0.17
103231,0.21
103232,0.08
103239,0.22
103240,0.22
103243,0.13
103252,0.28
103258,0.15
103259,0.24
103279,0.13
103280,0.11
103286,0.09
103287,0.36
103290,0.09
103298,0.17
103315,0.19
103319,0.06
103334,0.14
103336,0.26
103345,0.09
103368,0.09
103371,0.25
103377,0.12
103398,0.06
103404,0.17
103408,0.23
103410,0.08
103418,0.1
103420,0.24
103432,0.17
103433,0.1
103436,0.17
103440,0.12
103453,0.19
103459,0.14
103460,0.3
103461,0.07
103462,0.18
103473,0.23
103474,0.11
103475,0.31
103478,0.17
103480,0.22
103484,0.1
103494,0.13
103513,0.15
103515,0.09
103516,0.26
103525,0.19
103541,0.26
103544,0.11
103562,0.2
103570,0.23
103572,0.24
103574,0.12
103575,0.14
103591,0.24
103594,0.22
103609,0.17
103613,0.26
103614,0.17
103615,0.16
103624,0.12
103625,0.39
103628,0.31
103629,0.15
103647,0.12
103648,0.16
103651,0.15
103658,0.09
103668,0.17
103669,0.14
103676,0.2
103682,0.1
103683,0.2
103689,0.08
103725,0.16
103733,0.2
103744,0.09
103762,0.18
103771,0.4
103773,0.09
103783,0.11
103784,0.12
103808,0.11
103812,0.14
103813,0.13
103814,0.09
103818,0.25
103824,0.14
103828,0.12
103830,0.26
103840,0.14
103842,0.21
103847,0.25
103848,0.17
103851,0.15
103854,0.21
103857,0.29
103861,0.11
103862,0.26
103865,0.29
103870,0.1
103876,0.07
103891,0.4
103908,0.1
103914,0.26
103918,0.13
103940,0.19
103963,0.19
103966,0.25
103971,0.15
103980,0.16
103984,0.24
103985,0.11
103998,0.32
104019,0.11
104026,0.17
104035,0.18
104044,0.18
104045,0.11
104047,0.34
104051,0.18
104058,0.2
104063,0.13
104066,0.22
104087,0.05
104089,0.15
104095,0.18
104098,0.29
104104,0.12
104110,0.24
104120,0.31
104122,0.06
104131,0.08
104132,0.24
104135,0.16
104136,0.09
104149,0.14
104150,0.11
104156,0.26
104165,0.2
104175,0.12
104179,0.16
104184,0.29
104206,0.19
104216,0.34
104230,0.17
104257,0.14
104272,0.08
104273,0.15
104278,0.15
104294,0.35
104295,0.13
104297,0.12
104298,0.15
104308,0.12
104318,0.09
104319,0.2
104320,0.21
104327,0.16
104334,0.12
104344,0.13
104350,0.16
104351,0.15
104354,0.12
104369,0.2
104376,0.14
104381,0.11
104384,0.16
104391,0.16
104394,0.12
104398,0.25
104402,0.09
104408,0.24
104409,0.13
104410,0.24
104412,0.25
104417,0.2
104424,0.2
104426,0.18
104435,0.18
104445,0.22
104458,0.11
104460,0.09
104466,0.18
104472,0.18
104473,0.14
104479,0.1
104480,0.13
104482,0.24
104499,0.18
104501,0.12
104502,0.12
104506,0.14
104510,0.12
104512,0.31
104520,0.16
104528,0.23
104529,0.15
104541,0.13
104578,0.11
104584,0.22
104588,0.16
104602,0.25
104610,0.23
104611,0.22
104618,0.16
104620,0.15
104622,0.07
104624,0.25
104625,0.09
104634,0.13
104639,0.14
104646,0.1
104647,0.14
104652,0.07
104670,0.3
104677,0.2
104685,0.22
104691,0.15
104696,0.2
104699,0.12
104712,0.18
104714,0.11
104717,0.25
104718,0.1
104740,0.14
104741,0.08
104743,0.15
104744,0.19
104747,0.21
104767,0.06
104772,0.27
104776,0.22
104779,0.19
104814,0.1
104815,0.1
104830,0.15
104831,0.2
104833,0.28
104839,0.11
104840,0.1
104860,0.23
104861,0.15
104866,0.11
104870,0.08
104877,0.16
104878,0.12
104879,0.15
104880,0.15
104899,0.11
104906,0.16
104907,0.12
104913,0.24
104916,0.19
104921,0.23
104930,0.1
104931,0.18
104936,0.1
104937,0.21
104942,0.13
104943,0.2
104969,0.22
104972,0.23
104988,0.14
105013,0.16
105015,0.08
105019,0.15
105027,0.24
105030,0.15
105035,0.3
105041,0.21
105051,0.23
105056,0.16
105067,0.35
105071,0.1
105072,0.08
105074,0.13
105091,0.13
105101,0.17
105103,0.08
105134,0.07
105139,0.1
105142,0.2
105146,0.08
105163,0.08
105168,0.11
105172,0.12
105176,0.4
105195,0.07
105196,0.18
105197,0.12
105203,0.13
105223,0.1
105227,0.31
105228,0.13
105230,0.34
105231,0.32
105239,0.12
105242,0.22
105244,0.25
105245,0.09
105248,0.1
105249,0.08
105266,0.14
105271,0.23
105276,0.09
105282,0.17
105292,0.14
105297,0.1
105332,0.1
105333,0.2
105343,0.22
105344,0.17
105345,0.14
105357,0.15
105359,0.1
105366,0.12
105367,0.13
105370,0.11
105377,0.12
105390,0.19
105399,0.15
105403,0.19
105404,0.11
105414,0.07
105417,0.14
105425,0.26
105452,0.19
105454,0.21
105456,0.13
105470,0.09
105471,0.12
105483,0.16
105493,0.21
105508,0.18
105514,0.21
105515,0.08
105528,0.42
105529,0.2
105531,0.22
105532,0.15
105558,0.17
105574,0.13
105578,0.1
105584,0.39
105595,0.23
105617,0.31
105618,0.14
105621,0.13
105625,0.17
105629,0.1
105630,0.07
105634,0.13
105635,0.08
105641,0.14
105647,0.09
105648,0.1
105655,0.19
105657,0.17
105672,0.09
105678,0.25
105682,0.13
105691,0.21
105692,0.13
105706,0.15
105712,0.12
105720,0.17
105734,0.1
105735,0.1
105736,0.22
105737,0.06
105738,0.19
105740,0.16
105744,0.07
105747,0.11
105749,0.24
105754,0.16
105758,0.18
105760,0.23
105767,0.25
105784,0.25
105791,0.13
105802,0.22
105807,0.24
105809,0.09
105816,0.12
105817,0.1
105824,0.3
105832,0.12
105856,0.09
105865,0.14
105899,0.3
105906,0.1
105916,0.19
105923,0.16
105937,0.08
105965,0.17
105966,0.14
105968,0.18
105973,0.13
105976,0.2
105978,0.18
105979,0.1
105991,0.14
105998,0.21
105999,0.16
106000,0.41
106001,0.13
106010,0.16
106011,0.15
106013,0.17
106015,0.11
106026,0.11
106032,0.17
106035,0.23
106040,0.06
106041,0.16
106044,0.13
106053,0.26
106054,0.1
106065,0.29
106081,0.15
106083,0.21
106087,0.09
106090,0.2
106101,0.24
106102,0.13
106109,0.11
106116,0.18
106150,0.14
106155,0.2
106166,0.11
106176,0.17
106189,0.11
106199,0.07
106205,0.06
106206,0.21
106211,0.2
106214,0.12
106216,0.15
106217,0.08
106225,0.08
106249,0.09
106256,0.18
106258,0.16
106261,0.13
106262,0.16
106264,0.11
106271,0.03
106276,0.09
106277,0.21
106286,0.14
106293,0.05
106295,0.06
106296,0.08
106297,0.18
106298,0.11
106311,0.06
106314,0.27
106320,0.13
106334,0.17
106346,0.25
106347,0.1
106349,0.14
106354,0.14
106360,0.12
106373,0.3
106377,0.2
106386,0.21
106387,0.08
106391,0.06
106401,0.25
106411,0.12
106413,0.18
106426,0.22
106427,0.12
106428,0.26
106434,0.13
106438,0.19
106440,0.19
106441,0.08
106452,0.19
106453,0.14
106454,0.13
106457,0.18
106484,0.18
106488,0.21
106491,0.24
106514,0.12
106527,0.16
106528,0.19
106529,0.05
106534,0.19
106550,0.24
106577,0.13
106585,0.14
106590,0.15
106607,0.18
106610,0.21
106611,0.08
106612,0.1
106624,0.19
106631,0.08
106647,0.36
106660,0.23
106674,0.14
106687,0.21
106712,0.13
106713,0.25
106717,0.05
106720,0.13
106721,0.2
106724,0.13
106735,0.2
106739,0.1
106740,0.27
106754,0.19
106760,0.24
106761,0.08
106784,0.18
106787,0.19
106797,0.12
106798,0.13
106802,0.32
106803,0.19
106804,0.22
106805,0.12
106810,0.11
106812,0.25
106813,0.21
106817,0.18
106822,0.17
106823,0.11
106827,0.16
106841,0.1
106851,0.22
106852,0.19
106853,0.24
106854,0.4
106861,0.15
106873,0.1
106877,0.1
106878,0.16
106881,0.16
106900,0.06
106906,0.21
106907,0.23
106914,0.17
106916,0.08
106924,0.11
106931,0.12
106936,0.24
106937,0.2
106938,0.07
106939,0.1
106943,0.23
106944,0.33
106967,0.12
106980,0.13
106986,0.15
106987,0.17
106990,0.06
107013,0.17
107023,0.1
107033,0.12
107037,0.18
107048,0.15
107071,0.13
107081,0.12
107113,0.23
107130,0.19
107131,0.12
107145,0.18
107156,0.18
107219,0.18
107222,0.12
107223,0.39
107232,0.18
107245,0.15
107246,0.1
107247,0.12
107256,0.11
107259,0.07
107260,0.1
107279,0.23
107280,0.15
107281,0.11
107285,0.09
107329,0.09
107337,0.21
107349,0.17
107350,0.11
107351,0.11
107359,0.11
107391,0.2
107394,0.12
107395,0.15
107406,0.15
107416,0.17
107417,0.17
107418,0.24
107419,0.18
107444,0.1
107445,0.15
107446,0.15
107460,0.3
107470,0.12
107475,0.25
107520,0.11
107526,0.2
107527,0.1
107530,0.12
107532,0.13
107534,0.18
107535,0.27
107554,0.26
107556,0.16
107559,0.15
107561,0.08
107564,0.15
107566,0.13
107571,0.09
107590,0.22
107602,0.17
107625,0.11
107626,0.3
107635,0.13
107636,0.2
107645,0.22
107652,0.25
107655,0.18
107668,0.2
107670,0.14
107677,0.14
107680,0.28
107683,0.35
107684,0.16
107691,0.12
107692,0.1
107703,0.05
107709,0.09
107710,0.2
107721,0.36
107725,0.17
107727,0.16
107739,0.09
107740,0.11
107741,0.23
107747,0.17
107765,0.34
107768,0.1
107775,0.16
107782,0.19
107790,0.14
107801,0.05
107807,0.08
107811,0.13
107817,0.14
107826,0.1
107838,0.27
107839,0.19
107843,0.21
107847,0.12
107849,0.12
107850,0.24
107867,0.2
107871,0.14
107908,0.1
107913,0.18
107927,0.1
107931,0.21
107955,0.1
107962,0.12
107977,0.14
107978,0.16
107993,0.09
108010,0.21
108016,0.1
108018,0.33
108027,0.18
108045,0.35
108069,0.19
108082,0.16
108089,0.2
108092,0.12
108106,0.13
108112,0.11
108120,0.18
108122,0.2
108135,0.19
108170,0.07
108171,0.23
108177,0.03
108180,0.12
108183,0.11
108184,0.07
108185,0.15
108192,0.11
108195,0.24
108196,0.17
108218,0.06
108219,0.24
108243,0.12
108249,0.05
108251,0.14
108274,0.15
108280,0.35
108289,0.1
108292,0.1
108295,0.1
108327,0.22
108332,0.18
108346,0.15
108349,0.18
108353,0.16
108362,0.2
108363,0.13
108377,0.29
108378,0.19
108381,0.06
108383,0.26
108390,0.12
108407,0.14
108408,0.16
108411,0.11
108412,0.13
108419,0.14
108436,0.31
108437,0.24
108438,0.17
108441,0.2
108448,0.08
108449,0.14
108466,0.14
108467,0.16
108473,0.21
108474,0.18
108476,0.17
108479,0.13
108486,0.19
108493,0.11
108501,0.06
108506,0.2
108510,0.16
108511,0.17
108514,0.12
108517,0.1
108519,0.14
108522,0.07
108548,0.26
108554,0.2
108555,0.21
108559,0.16
108562,0.1
108571,0.1
108572,0.08
108579,0.1
108583,0.07
108584,0.13
108592,0.15
108602,0.12
108609,0.14
108613,0.19
108616,0.13
108618,0.18
108620,0.14
108643,0.15
108649,0.1
108654,0.19
108655,0.14
108656,0.13
108667,0.16
108668,0.19
108682,0.22
108690,0.19
108691,0.13
108692,0.21
108695,0.19
108699,0.1
108710,0.27
108718,0.21
108739,0.25
108740,0.11
108741,0.1
108742,0.18
108763,0.13
108767,0.21
108769,0.28
108779,0.25
108788,0.12
108801,0.08
108802,0.07
108810,0.11
108811,0.14
108813,0.08
108814,0.15
108825,0.09
108826,0.21
108830,0.14
108834,0.09
108852,0.17
108887,0.15
108901,0.18
108908,0.11
108910,0.12
108920,0.18
108922,0.16
108929,0.24
108930,0.18
108937,0.29
108938,0.13
108943,0.29
108948,0.09
108953,0.1
108956,0.17
108965,0.16
108985,0.2
108986,0.2
108987,0.14
108990,0.08
108991,0.12
108993,0.22
109000,0.12
109001,0.17
109012,0.42
109014,0.12
109015,0.15
109021,0.12
109037,0.13
109042,0.19
109044,0.24
109046,0.4
109064,0.08
109084,0.16
109086,0.15
109092,0.11
109093,0.14
109100,0.18
109101,0.06
109110,0.19
109114,0.15
109126,0.18
109152,0.11
109162,0.15
109167,0.12
109168,0.17
109169,0.09
109179,0.17
109184,0.1
109191,0.13
109192,0.18
109193,0.13
109196,0.16
109206,0.15
109210,0.16
109244,0.14
109249,0.2
109273,0.18
109276,0.22
109281,0.09
109287,0.18
109297,0.19
109298,0.08
109306,0.18
109309,0.22
109321,0.21
109328,0.19
109336,0.2
109342,0.18
109346,0.11
109347,0.11
109348,0.24
109362,0.11
109363,0.1
109367,0.11
109370,0.05
109393,0.23
109405,0.11
109413,0.11
109414,0.46
109421,0.21
109427,0.14
109428,0.15
109429,0.23
109437,0.09
109443,0.1
109461,0.15
109468,0.1
109469,0.14
109471,0.17
109479,0.12
109484,0.07
109501,0.21
109505,0.11
109535,0.12
109539,0.12
109544,0.18
109545,0.05
109551,0.21
109553,0.18
109555,0.08
109561,0.15
109580,0.1
109583,0.22
109593,0.16
109604,0.2
109620,0.16
109635,0.09
109637,0.28
109638,0.14
109642,0.1
109649,0.1
109652,0.13
109656,0.15
109663,0.09
109696,0.26
109700,0.25
109709,0.18
109735,0.08
109740,0.06
109741,0.14
109749,0.16
109764,0.11
109771,0.19
109772,0.14
109773,0.2
109798,0.21
109802,0.21
109804,0.15
109813,0.21
109818,0.22
109848,0.26
109850,0.07
109851,0.21
109855,0.08
109871,0.28
109877,0.22
109883,0.07
109886,0.1
109905,0.07
109936,0.25
109950,0.21
109958,0.17
109959,0.18
109969,0.24
109971,0.1
109984,0.14
109985,0.26
109988,0.09
109992,0.12
110005,0.21
110009,0.15
110011,0.31
110014,0.19
110026,0.11
110042,0.12
110058,0.13
110069,0.28
110080,0.1
110087,0.26
110091,0.13
110094,0.16
110098,0.19
110105,0.23
110117,0.23
110136,0.1
110138,0.3
110149,0.19
110164,0.14
110202,0.23
110212,0.15
110226,0.06
110236,0.12
110249,0.12
110257,0.13
110258,0.19
110277,0.09
110282,0.15
110284,0.08
110286,0.14
110289,0.1
110304,0.11
110319,0.1
110324,0.16
110326,0.13
110335,0.09
110337,0.19
110338,0.12
110343,0.08
110345,0.05
110347,0.19
110355,0.17
110359,0.08
110360,0.16
110364,0.12
110371,0.21
110372,0.13
110376,0.2
110379,0.22
110380,0.19
110393,0.15
110401,0.25
110406,0.06
110411,0.11
110416,0.05
110420,0.13
110443,0.15
110465,0.11
110468,0.15
110469,0.19
110471,0.21
110487,0.24
110491,0.09
110504,0.12
110547,0.11
110550,0.15
110559,0.24
110578,0.24
110582,0.17
110590,0.12
110598,0.28
110601,0.28
110602,0.16
110604,0.26
110625,0.35
110626,0.2
110636,0.22
110637,0.17
110638,0.13
110646,0.11
110648,0.13
110652,0.04
110681,0.07
110682,0.13
110687,0.27
110691,0.07
110694,0.07
110695,0.04
110696,0.18
110708,0.09
110710,0.08
110717,0.14
110730,0.31
110740,0.13
110742,0.09
110747,0.11
110761,0.09
110766,0.08
110769,0.04
110774,0.11
110803,0.06
110805,0.07
110809,0.31
110827,0.22
110832,0.12
110839,0.15
110859,0.2
110861,0.14
110863,0.24
110865,0.23
110881,0.16
110889,0.15
110891,0.16
110894,0.12
110895,0.17
110907,0.23
110914,0.16
110933,0.08
110934,0.12
110937,0.17
110953,0.13
110954,0.13
110958,0.21
110970,0.17
110974,0.1
110977,0.16
110989,0.08
110993,0.41
110994,0.26
111018,0.07
111019,0.14
111030,0.22
111032,0.12
111041,0.21
111045,0.1
111048,0.19
111052,0.13
111070,0.35
111084,0.2
111091,0.13
111104,0.05
111108,0.15
111112,0.11
111127,0.11
111142,0.1
111146,0.28
111165,0.11
111168,0.14
111169,0.34
111172,0.08
111173,0.09
111174,0.2
111175,0.23
111176,0.09
111177,0.06
111180,0.13
111182,0.08
111192,0.15
111194,0.27
111196,0.2
111197,0.11
111198,0.12
111205,0.18
111207,0.09
111222,0.1
111228,0.07
111233,0.16
111256,0.1
111258,0.09
111262,0.13
111263,0.11
111267,0.03
111269,0.2
111276,0.13
111277,0.19
111279,0.16
111290,0.11
111294,0.12
111295,0.13
111315,0.28
111318,0.17
111327,0.13
111328,0.22
111332,0.16
111338,0.08
111343,0.26
111344,0.12
111345,0.38
111347,0.07
111356,0.14
111359,0.2
111367,0.12
111368,0.18
111391,0.23
111408,0.1
111412,0.12
111419,0.13
111422,0.15
111423,0.4
111439,0.19
111452,0.42
111456,0.22
111467,0.23
111478,0.11
111482,0.13
111488,0.14
111503,0.16
111510,0.07
111512,0.13
111518,0.17
111532,0.2
111537,0.14
111541,0.16
111544,0.18
111550,0.11
111554,0.25
111560,0.25
111566,0.16
111567,0.29
111592,0.15
111618,0.13
111620,0.17
111627,0.13
111641,0.19
111646,0.31
111652,0.12
111657,0.08
111664,0.18
111665,0.12
111669,0.14
111673,0.16
111687,0.14
111688,0.15
111689,0.2
111694,0.07
111695,0.14
111698,0.14
111703,0.12
111709,0.17
111712,0.09
111715,0.21
111724,0.1
111730,0.06
111747,0.1
111760,0.12
111761,0.04
111763,0.13
111776,0.15
111777,0.16
111781,0.09
111793,0.13
111804,0.34
111810,0.25
111816,0.06
111818,0.1
111830,0.1
111832,0.11
111841,0.07
111842,0.14
111843,0.19
111846,0.13
111848,0.28
111856,0.17
111857,0.14
111877,0.06
111882,0.16
111883,0.24
111891,0.1
111893,0.09
111901,0.06
111912,0.16
111913,0.09
111955,0.06
111958,0.15
111960,0.19
111967,0.11
112000,0.1
112003,0.21
112015,0.23
112019,0.32
112020,0.12
112028,0.1
112029,0.11
112031,0.09
112039,0.12
112042,0.15
112049,0.15
112052,0.18
112054,0.07
112055,0.09
112063,0.19
112070,0.17
112071,0.16
112080,0.18
112083,0.14
112085,0.08
112089,0.16
112098,0.28
112100,0.12
112105,0.09
112124,0.07
112126,0.14
112127,0.15
112128,0.11
112148,0.15
112149,0.11
112165,0.2
112170,0.16
112171,0.11
112176,0.18
112186,0.13
112199,0.18
112203,0.17
112214,0.08
112215,0.1
112216,0.23
112224,0.08
112225,0.16
112231,0.41
112234,0.16
112235,0.13
112236,0.2
112254,0.18
112265,0.21
112271,0.07
112284,0.13
112287,0.23
112295,0.22
112303,0.21
112307,0.22
112310,0.12
112312,0.1
112313,0.08
112326,0.11
112333,0.21
112334,0.11
112339,0.1
112347,0.13
112350,0.2
112356,0.23
112357,0.06
112359,0.21
112360,0.19
112371,0.19
112385,0.1
112392,0.15
112401,0.24
112405,0.19
112414,0.28
112429,0.15
112448,0.16
112467,0.12
112468,0.17
112469,0.19
112491,0.2
112500,0.19
112510,0.26
112535,0.19
112537,0.17
112551,0.2
112552,0.12
112556,0.16
112577,0.15
112590,0.15
112593,0.11
112596,0.26
112601,0.12
112604,0.19
112622,0.1
112655,0.09
112663,0.05
112667,0.11
112670,0.1
112676,0.18
112677,0.13
112679,0.08
112683,0.13
112688,0.16
112692,0.12
112696,0.21
112702,0.11
112709,0.07
112720,0.1
112735,0.15
112738,0.22
112742,0.17
112748,0.23
112749,0.14
112766,0.09
112767,0.12
112769,0.22
112771,0.14
112775,0.09
112794,0.26
112795,0.17
112796,0.15
112815,0.12
112817,0.14
112821,0.23
112822,0.15
112829,0.23
112831,0.28
112835,0.16
112838,0.14
112842,0.18
112844,0.21
112845,0.1
112846,0.1
112847,0.07
112867,0.14
112868,0.13
112874,0.15
112879,0.09
112882,0.14
112886,0.09
112895,0.21
112896,0.34
112902,0.1
112904,0.1
112917,0.35
112932,0.22
112944,0.11
112946,0.08
112947,0.18
112948,0.21
112966,0.18
112967,0.15
112971,0.16
112973,0.22
112974,0.19
112978,0.15
112988,0.19
112992,0.26
113003,0.15
113004,0.13
113007,0.26
113020,0.27
113025,0.24
113032,0.11
113042,0.22
113047,0.17
113066,0.11
113067,0.16
113071,0.06
113087,0.18
113108,0.05
113109,0.07
113123,0.06
113128,0.28
113134,0.22
113151,0.09
113175,0.41
113181,0.21
113188,0.29
113191,0.13
113193,0.32
113201,0.23
113209,0.09
113222,0.15
113248,0.23
113272,0.21
113276,0.12
113287,0.07
113302,0.17
113308,0.16
113316,0.22
113318,0.17
113320,0.15
113322,0.12
113325,0.23
113326,0.21
113332,0.11
113346,0.33
113352,0.1
113361,0.07
113362,0.08
113365,0.16
113366,0.11
113368,0.24
113382,0.08
113385,0.15
113390,0.22
113391,0.1
113393,0.14
113396,0.11
113397,0.16
113402,0.22
113403,0.07
113405,0.13
113406,0.1
113410,0.39
113413,0.06
113418,0.1
113419,0.27
113435,0.23
113438,0.31
113447,0.15
113458,0.25
113466,0.14
113475,0.12
113482,0.23
113490,0.21
113505,0.11
113508,0.14
113520,0.05
113532,0.11
113535,0.17
113549,0.16
113557,0.15
113558,0.09
113561,0.07
113566,0.05
113569,0.09
113574,0.11
113576,0.12
113577,0.05
113585,0.09
113587,0.25
113599,0.11
113601,0.08
113602,0.2
113605,0.13
113609,0.27
113611,0.16
113616,0.1
113627,0.43
113631,0.25
113643,0.16
113652,0.15
113657,0.1
113659,0.19
113672,0.19
113680,0.13
113692,0.25
113694,0.12
113695,0.29
113701,0.09
113733,0.09
113738,0.19
113740,0.18
113742,0.14
113777,0.13
113783,0.14
113788,0.22
113789,0.13
113791,0.32
113795,0.15
113799,0.15
113805,0.18
113820,0.09
113822,0.09
113824,0.11
113829,0.19
113832,0.09
113833,0.16
113841,0.13
113849,0.2
113862,0.21
113863,0.14
113864,0.14
113870,0.11
113875,0.17
113882,0.19
113887,0.11
113894,0.24
113909,0.11
113930,0.21
113936,0.13
113939,0.15
113942,0.12
113943,0.16
113945,0.18
113947,0.1
113950,0.14
113951,0.15
113957,0.14
113966,0.17
113967,0.2
113977,0.08
113984,0.23
113986,0.18
113992,0.1
113998,0.09
113999,0.25
114003,0.07
